Distance in metres,Time in minutes,latitude,longitude
12889.48,48.383933933933925,43.067887775209066,-2.6625801025001206
,,43.07165717816082,-2.6652653483401476
12889.48,48.383933933933925,43.06922005457579,-2.66286946714884
12637.935999999998,47.43969969969969,43.07055233119576,-2.663158849269591
12355.987000000001,46.38133258258258,43.07211199965848,-2.661631136941588
12637.935999999998,47.43969969969969,43.07188460506907,-2.6634482488638183
12355.987000000001,46.38133258258258,43.0732168761958,-2.6637376659329766
13243.932999999997,49.7144632132132,43.0729894433213,-2.6655548048695974
13243.932999999997,49.7144632132132,43.07432170573488,-2.66584427887766
14841.708999999999,55.71212087087086,43.075426488272704,-2.6679509757787794
13243.932999999997,49.7144632132132,43.07565396540168,-2.6661337703657706
,,43.07675873922462,-2.668240524214246
12355.987000000001,46.38133258258258,43.07344427675068,-2.66192051454929
13243.932999999997,49.7144632132132,43.07454914457602,-2.664027100478499
12059.294999999998,45.26762387387386,43.07477655109675,-2.6622099096311374
12570.758999999998,47.18753378378378,43.0750039252967,-2.660392706337138
12059.294999999998,45.26762387387386,43.076108822696746,-2.6624993221885553
13263.950999999997,49.78960585585584,43.0758814102098,-2.664316552501842
12122.526999999998,45.50498123123122,43.07633620286214,-2.660682079427493
11786.352000000003,44.24306306306307,43.077668477681954,-2.6609714699926426
11786.352000000003,44.24306306306307,43.077441091550774,-2.6627887522230056
13263.950999999997,49.78960585585584,43.077213673097255,-2.6646060220044405
12984.523999999998,48.740705705705686,43.07880492349041,-2.6518848721618147
,,43.07857769897622,-2.6537022166132815
,,43.07679086622686,-2.657047556568299
12570.758999999998,47.18753378378378,43.07656355070563,-2.6588648242202204
11786.352000000003,44.24306306306307,43.077895831490444,-2.6591541753149164
,,43.07812315297589,-2.6573368681914027
,,43.078350442137925,-2.655519548623664
,,43.08059158936038,-2.648539277650414
,,43.08215103989268,-2.6470109660919725
,,43.08237814702541,-2.6451934929259235
,,43.08192390043286,-2.648828426820925
10851.693000000003,40.73458333333334,43.083256208762535,-2.649117593454912
,,43.08371046727548,-2.645482580588382
10851.693000000003,40.73458333333334,43.083483354182945,-2.647300093240766
11263.780000000002,42.28145645645646,43.08504278478356,-2.645771685711278
13263.950999999997,49.78960585585584,43.07698622232176,-2.666423279335378
,,43.078090987429526,-2.668530090134892
,,43.07831847649518,-2.6667128057879306
,,43.0794232328875,-2.6688196735421696
12272.465,46.06781156156156,43.07965072792204,-2.667002349724878
11786.352000000003,44.24306306306307,43.07900074975624,-2.661260878034022
11871.812000000002,44.563858858858865,43.07877335765889,-2.6630781997359265
11871.812000000002,44.563858858858865,43.078545933238416,-2.664895508987754
11871.812000000002,44.563858858858865,43.08033301908506,-2.661550303553088
11871.812000000002,44.563858858858865,43.0801056210212,-2.663367664728767
11871.812000000002,44.563858858858865,43.0798781906334,-2.665185013453219
,,43.08166528566852,-2.661839746551287
12272.465,46.06781156156156,43.08143788163775,-2.6636571472029713
12272.465,46.06781156156156,43.08121044528226,-2.6654745354022893
,,43.08299754950667,-2.662129207030057
12272.465,46.06781156156156,43.08098297660245,-2.6672919111476596
12272.465,46.06781156156156,43.080755475598636,-2.669109274437517
12612.721999999998,47.34505255255254,43.08208771556299,-2.669398892822389
12272.465,46.06781156156156,43.08231522253644,-2.6675814900577266
12272.465,46.06781156156156,43.082542697185104,-2.6657640748364053
12272.465,46.06781156156156,43.08277013950864,-2.6639466471599915
12544.683999999997,47.08965465465464,43.08432981059962,-2.662418684990848
12544.683999999997,47.08965465465464,43.08410239463393,-2.66423616460127
12544.683999999997,47.08965465465464,43.08387494634197,-2.6660536317570203
12544.683999999997,47.08965465465464,43.08566206894743,-2.6627081804351143
