Distance in metres,Time in minutes,latitude,longitude
29346.516000000007,39.12868800000001,43.067887775209066,-2.6625801025001206
29041.314000000006,38.72175200000001,43.07165717816082,-2.6652653483401476
29285.533000000007,39.047377333333344,43.06922005457579,-2.66286946714884
29094.972000000005,38.79329600000001,43.07055233119576,-2.663158849269591
29041.314000000006,38.72175200000001,43.07211199965848,-2.661631136941588
29041.314000000006,38.72175200000001,43.07188460506907,-2.6634482488638183
28792.744,38.39032533333333,43.0732168761958,-2.6637376659329766
28738.261,38.31768133333333,43.0729894433213,-2.6655548048695974
28669.076,38.225434666666665,43.07432170573488,-2.66584427887766
,,43.075426488272704,-2.6679509757787794
28557.154,38.07620533333333,43.07565396540168,-2.6661337703657706
,,43.07675873922462,-2.668240524214246
28813.023000000005,38.417364000000006,43.07344427675068,-2.66192051454929
28669.076,38.225434666666665,43.07454914457602,-2.664027100478499
28640.906000000003,38.187874666666666,43.07477655109675,-2.6622099096311374
28579.563000000002,38.106084,43.0750039252967,-2.660392706337138
28516.331,38.021774666666666,43.076108822696746,-2.6624993221885553
28516.331,38.021774666666666,43.0758814102098,-2.664316552501842
28579.563000000002,38.106084,43.07633620286214,-2.660682079427493
28243.387999999995,37.657850666666654,43.077668477681954,-2.6609714699926426
28243.387999999995,37.657850666666654,43.077441091550774,-2.6627887522230056
28516.331,38.021774666666666,43.077213673097255,-2.6646060220044405
,,43.07880492349041,-2.6518848721618147
,,43.07857769897622,-2.6537022166132815
,,43.07679086622686,-2.657047556568299
28579.563000000002,38.106084,43.07656355070563,-2.6588648242202204
28243.387999999995,37.657850666666654,43.077895831490444,-2.6591541753149164
,,43.07812315297589,-2.6573368681914027
,,43.078350442137925,-2.655519548623664
,,43.08059158936038,-2.648539277650414
,,43.08215103989268,-2.6470109660919725
,,43.08237814702541,-2.6451934929259235
,,43.08192390043286,-2.648828426820925
,,43.083256208762535,-2.649117593454912
,,43.08371046727548,-2.645482580588382
,,43.083483354182945,-2.647300093240766
,,43.08504278478356,-2.645771685711278
,,43.07698622232176,-2.666423279335378
,,43.078090987429526,-2.668530090134892
,,43.07831847649518,-2.6667128057879306
,,43.0794232328875,-2.6688196735421696
,,43.07965072792204,-2.667002349724878
28121.411999999993,37.49521599999999,43.07900074975624,-2.661260878034022
28243.387999999995,37.657850666666654,43.07877335765889,-2.6630781997359265
28243.387999999995,37.657850666666654,43.078545933238416,-2.664895508987754
28003.021999999994,37.33736266666666,43.08033301908506,-2.661550303553088
28076.321999999993,37.435095999999994,43.0801056210212,-2.663367664728767
28106.509999999995,37.47534666666666,43.0798781906334,-2.665185013453219
27879.216999999993,37.172289333333325,43.08166528566852,-2.661839746551287
28003.021999999994,37.33736266666666,43.08143788163775,-2.6636571472029713
,,43.08121044528226,-2.6654745354022893
27879.216999999993,37.172289333333325,43.08299754950667,-2.662129207030057
,,43.08098297660245,-2.6672919111476596
,,43.080755475598636,-2.669109274437517
,,43.08208771556299,-2.669398892822389
,,43.08231522253644,-2.6675814900577266
,,43.082542697185104,-2.6657640748364053
,,43.08277013950864,-2.6639466471599915
,,43.08432981059962,-2.662418684990848
,,43.08410239463393,-2.66423616460127
,,43.08387494634197,-2.6660536317570203
,,43.08566206894743,-2.6627081804351143
